0,car
1,car
2,car
3,car
4,car
5,bicycle
6,car
7,car
8,car
9,car
10,car
11,car
12,car
13,car
14,car
15,car
16,pedestrian
17,car
18,car
19,car
20,pedestrian
21,bicycle
22,car
23,car
24,car
25,bus
26,motorized_vehicle
27,pickup_truck
28,pickup_truck
29,pickup_truck
30,car
31,work_van
32,pickup_truck
33,pickup_truck
34,car
35,car
36,bus
37,bus
38,car
39,bus
40,bus
41,pickup_truck
42,bus
43,motorized_vehicle
44,car
45,car
46,car
47,car
48,articulated_truck
49,articulated_truck
50,articulated_truck
51,single_unit_truck
52,car
53,car
54,car
55,single_unit_truck
56,pickup_truck
57,car
58,car
59,bus
60,bus
61,bus
62,bus
63,motorized_vehicle
64,car
65,car
66,car
67,car
68,bus
69,pickup_truck
70,car
71,pickup_truck
72,pickup_truck
73,car
74,pickup_truck
75,motorized_vehicle
76,pickup_truck
77,car
78,work_van
79,motorized_vehicle
80,car
81,pickup_truck
82,car
83,car
84,car
85,car
86,pickup_truck
87,car
88,car
89,pickup_truck
90,bus
91,articulated_truck
92,car
93,car
94,car
95,pickup_truck
96,car
97,pickup_truck
98,car
99,pickup_truck
100,car
101,car
102,pickup_truck
103,car
104,single_unit_truck
105,pickup_truck
106,motorized_vehicle
107,motorized_vehicle
108,car
109,pickup_truck
110,work_van
111,pickup_truck
112,car
113,motorized_vehicle
114,motorized_vehicle
115,car
116,articulated_truck
117,motorized_vehicle
118,car
119,car
120,pedestrian
121,car
122,pedestrian
123,car
124,car
125,pickup_truck
126,motorized_vehicle
127,car
128,pickup_truck
129,car
130,pickup_truck
131,car
132,car
133,car
134,car
135,car
136,car
137,car
138,car
139,bus
140,car
141,car
142,car
143,car
144,pickup_truck
145,pickup_truck
146,pickup_truck
147,car
148,car
149,car
150,car
151,car
152,pickup_truck
153,pickup_truck
154,car
155,articulated_truck
156,motorized_vehicle
157,motorized_vehicle
158,work_van
159,car
160,car
161,car
162,car
163,car
164,car
165,car
166,car
167,pickup_truck
168,work_van
169,car
170,car
171,car
172,car
173,car
174,work_van
175,articulated_truck
176,work_van
177,car
178,car
179,car
180,car
181,car
182,work_van
183,work_van
184,car
185,bicycle
186,car
187,car
188,car
189,car
190,car
191,car
192,car
193,car
194,car
195,car
196,car
197,car
198,car
199,pedestrian
200,car
201,car
202,car
203,car
204,car
205,car
206,car
207,car
208,pickup_truck
209,car
210,car
211,pickup_truck
212,car
213,car
214,car
215,car
216,car
217,car
218,pickup_truck
219,pickup_truck
220,pickup_truck
221,articulated_truck
222,car
223,car
224,bus
225,work_van
226,pickup_truck
227,car
228,car
229,car
230,car
231,car
232,car
233,car
234,car
235,articulated_truck
236,car
237,work_van
238,work_van
239,car
240,work_van
241,car
242,car
243,car
244,pickup_truck
245,bicycle
246,car
247,car
248,pickup_truck
249,pickup_truck
250,car
251,pickup_truck
252,car
253,car
254,car
255,car
256,car
257,car
258,car
259,car
260,car
261,car
262,car
263,car
264,car
265,car
266,pedestrian
267,car
268,pedestrian
269,car
270,car
271,work_van
272,car
273,motorized_vehicle
274,car
275,car
276,car
277,car
278,motorized_vehicle
279,car
280,car
281,motorized_vehicle
282,motorized_vehicle
283,car
284,car
285,car
286,car
287,car
288,car
289,car
290,car
291,car
292,motorized_vehicle
293,car
294,car
295,car
296,car
297,car
298,car
299,car
300,motorized_vehicle
301,pickup_truck
302,car
303,car
304,car
305,car
306,car
307,pickup_truck
308,car
309,pickup_truck
310,pickup_truck
311,bicycle
312,car
313,car
314,car
315,pickup_truck
316,car
317,pickup_truck
318,car
319,car
320,articulated_truck
321,pickup_truck
322,car
323,car
324,bus
325,car
326,car
327,motorized_vehicle
328,car
329,car
330,car
331,work_van
332,motorized_vehicle
333,car
334,car
335,car
336,car
337,car
338,car
339,car
340,bus
